CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
6602;66;6602;Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, pingalins, e suas partes;Bengalas, bengalas-assentos, chicotes, pingalins e artefatos semelhantes;Guarda-chuvas
6603;66;6603;Guarda-chuvas, sombrinhas, guarda-sóis, bengalas, bengalas-assentos, chicotes, pingalins, e suas partes;Partes, guarnições e acessórios, para os artefactos das posições 6601 e 6602;Guarda-chuvas
6701;67;6701;"Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo";Peles e outras partes de aves, com as suas penas ou penugem, penas, partes de penas, penugem e artefatos destas matérias, exceto os produtos da posição 05.05, bem como os cálamos e outros canos de penas, trabalhados;Variedades e Bazar
6702;67;6702;"Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo";"Flores, folhagem e frutos, artificiais, e suas partes; artefactos confeccionados com flores, folhagem e frutos, artificiais";Variedades e Bazar
6703;67;6703;"Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo";"Cabelos dispostos no mesmo sentido, adelgaçados, branqueados ou preparados de outro modo; lã, pelos e outras matérias têxteis, preparados para a fabricação de perucas ou de artefatos semelhantes";Variedades e Bazar
6704;67;6704;"Penas e penugem preparadas e suas obras; flores artificiais; obras de cabelo";"Perucas, barbas, sobrancelhas, pestanas, madeixas e artefactos semelhantes de cabelo, pêlos ou de matérias têxteis; outras obras de cabelo não especificadas nem compreendidas em outras posições";Variedades e Bazar
6801;68;6801;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Pedras para calcetar, meios-fios e placas (lajes) para pavimentação, de pedra natural (exceto a ardósia);Obras de Pedra
6802;68;6802;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;"Pedras de cantaria ou de construção (exceto de ardósia) trabalhadas e obras destas pedras, exceto as da posição 6801; cubos, pastilhas e artigos semelhantes, para mosaicos, de pedra natural (incluída a ardósia), mesmo com suporte; grânulos, fragmentos e";Obras de Pedra
6803;68;6803;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Ardósia natural trabalhada e obras de ardósia natural ou aglomerada;Ardósia
6804;68;6804;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;"Mós e artefactos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, rectificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmi";Obras de Pedra
6805;68;6805;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Abrasivos naturais ou artificiais, em pó ou em grãos, aplicados sobre matérias têxteis, papel, cartão ou outras matérias, mesmo recortados, costurados ou reunidos de outro modo;Obras de Pedra
6806;68;6806;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;"Lãs de escórias de altos fornos, de outras escórias, lã de rocha e lãs minerais semelhantes; vermiculite e argilas, expandidas, espuma de escórias e produtos minerais semelhantes, expandidos; misturas e obras de matérias minerais para isolamento do calor";Obras de Pedra
6807;68;6807;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Obras de asfalto ou de produtos semelhantes (por exemplo: breu ou pez);Obras de Asfalto
6808;68;6808;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Painéis, chapas, ladrilhos, blocos e semelhantes, de fibras vegetais, de palha ou de aparas, partículas, serragem ou de outros desperdícios de madeira, aglomerados com cimento, gesso ou outros aglutinantes minerais;Obras de Cimento
6809;68;6809;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Obras de gesso ou de composições à base de gesso;Obras de Gesso
6810;68;6810;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Obras de cimento, de betão (concreto) ou de pedra artificial, mesmo armadas;Obras de Cimento
6811;68;6811;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Obras de fibrocimento, cimento-celulose e produtos semelhantes;Obras de Cimento
6812;68;6812;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;"Amianto (asbesto) trabalhado, em fibras; misturas à base de amianto ou à base de amianto e carbonato de magnésio; obras destas misturas ou de amianto (por exemplo: fios, tecidos, vestuário, chapéus e artefactos de uso semelhante, calçado, juntas), mesmo a";Obras de Amianto
6813;68;6813;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Guarnições de fricção (por exemplo: placas, rolos, tiras, segmentos, discos, anéis, pastilhas), não montadas, para travões (freios), embraiagens ou qualquer outro mecanismo de fricção, à base de amianto (asbesto), de outras substâncias minerais ou de celu;Obras de Amianto
6814;68;6814;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Mica trabalhada e suas obras, incluída a mica aglomerada ou reconstituída, mesmo com suporte de papel, de cartão ou de outras matérias;Mica
6815;68;6815;Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes;Obras de pedra ou de outras matérias minerais (incluídas as fibras de carbono, as obras destas matérias ou de turfa), não especificadas nem compreendidas noutras posições;Obras de Pedra
6901;69;6901;Produtos cerâmicos;Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (por exemplo, kieselguhr, tripolita, diatomita) ou de terras siliciosas semelhantes;Produtos Cerâmicos
6902;69;6902;Produtos cerâmicos;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para construção, refractários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes;Produtos Cerâmicos
6903;69;6903;Produtos cerâmicos;Outros produtos cerâmicos refractários (por exemplo: retortas, cadinhos, muflas, bocais, tampões, suportes, copelas, tubos, mangas, varetas) que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes;Produtos Cerâmicos
6904;69;6904;Produtos cerâmicos;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica;Produtos Cerâmicos
6905;69;6905;Produtos cerâmicos;Telhas, elementos de chaminés, condutores de fumo, ornamentos arquitectónicos, de cerâmica, e outros produtos cerâmicos para construção;Produtos Cerâmicos
6906;69;6906;Produtos cerâmicos;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica;Produtos Cerâmicos
6907;69;6907;Produtos cerâmicos;"Ladrilhos e placas (lajes), para pavimentação ou revestimento, não vidrados nem esmaltados, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, não vidrados nem esmaltados, de cerâmica, mesmo com suporte";Produtos Cerâmicos
6908;69;6908;Produtos cerâmicos;"Ladrilhos e placas (lajes), para pavimentação ou revestimento, vidrados ou esmaltados, de cerâmica; cubos, pastilhas e artigos semelhantes, para mosaicos, vidrados ou esmaltados, de cerâmica, mesmo com suporte";Produtos Cerâmicos
6909;69;6909;Produtos cerâmicos;"Aparelhos e artefactos para usos químicos ou para outros usos técnicos, de cerâmica; alguidares, gamelas e outros recipientes semelhantes para usos rurais, de cerâmica; bilhas e outras vasilhas próprias para transporte ou embalagem, de cerâmica";Produtos Cerâmicos
6910;69;6910;Produtos cerâmicos;Pias, lavatórios, colunas para lavatórios, banheiras, bidés, sanitários, reservatórios de autoclismos, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica;Produtos Cerâmicos
6911;69;6911;Produtos cerâmicos;Louça, outros artigos de uso doméstico e artigos de higiene ou de toucador, de porcelana;Produtos Cerâmicos
6912;69;6912;Produtos cerâmicos;Louça, outros artigos de uso doméstico e artigos de higiene ou de toucador, de cerâmica, exceto de porcelana;Produtos Cerâmicos
6913;69;6913;Produtos cerâmicos;Estatuetas e outros objectos de ornamentação, de cerâmica;Produtos Cerâmicos
6914;69;6914;Produtos cerâmicos;Outras obras de cerâmica;Produtos Cerâmicos
7001;70;7001;Vidro e suas obras;"Cacos, fragmentos e outros desperdícios e resíduos de vidro; vidro em blocos ou massas";Vidro e Suas Obras
7002;70;7002;Vidro e suas obras;Vidro em esferas (exceto as microsferas da posição 7018), barras, varetas e tubos, não trabalhado;Vidro e Suas Obras
7003;70;7003;Vidro e suas obras;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho;Vidro e Suas Obras
7004;70;7004;Vidro e suas obras;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho;Vidro e Suas Obras
7005;70;7005;Vidro e suas obras;Vidro « flotado » e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo de camada absorvente, reflectora ou não, mas sem qualquer outro trabalho;Vidro e Suas Obras
7006;70;7006;Vidro e suas obras;Vidro das posições 70.03, 70.04 ou 70.05, recurvado, biselado, gravado, brocado, esmaltado ou trabalhado de outro modo, mas não emoldurado nem associado a outras matérias;Vidro e Suas Obras
7007;70;7007;Vidro e suas obras;Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas;Vidro e Suas Obras
7008;70;7008;Vidro e suas obras;Vidros isolantes de paredes múltiplas;Vidro e Suas Obras
7009;70;7009;Vidro e suas obras;Espelhos de vidro, mesmo emoldurados, incluídos os espelhos retrovisores;Vidro e Suas Obras
7010;70;7010;Vidro e suas obras;"Garrafões, garrafas, frascos, boiões, vasos, embalagens tubulares, ampolas e outros recipientes de vidro próprios para transporte ou embalagem; boiões de vidro, para conserva; rolhas, tampas e outros dispositivos de uso semelhante, de vidro";Vidro e Suas Obras
7011;70;7011;Vidro e suas obras;Ampolas e invólucros, mesmo tubulares, abertos, e suas partes, de vidro, sem guarnições, para lâmpadas elétricas, tubos catódicos ou semelhantes;Vidro e Suas Obras
7012;70;7012;Vidro e suas obras;Ampolas de vidro, para garrafas térmicas, etc, isolamento a vácuo;Vidro e Suas Obras
7013;70;7013;Vidro e suas obras;Objectos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes, exceto os das posições 7010 ou 7018;Vidro e Suas Obras
7014;70;7014;Vidro e suas obras;Artefatos de vidro para sinalização e elementos de óptica de vidro (exceto os da posição 70.15), não trabalhados opticamente;Vidro e Suas Obras
7015;70;7015;Vidro e suas obras;"Vidros para relógios e aparelhos semelhantes e vidros semelhantes, vidros para lentes, mesmo correctivas, curvos ou arqueados, ocos ou semelhantes, não trabalhados opticamente; esferas ocas e segmentos de esferas, de vidro, para fabricação desses vidros";Vidro e Suas Obras
7016;70;7016;Vidro e suas obras;"Blocos, placas, tijolos, ladrilhos, telhas e outros artefactos, de vidro prensado ou moldado, mesmo armado, para construção; cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decorações semelhantes; vitrais de vi";Vidro e Suas Obras
7017;70;7017;Vidro e suas obras;Artefactos de vidro para laboratório, higiene e farmácia, mesmo graduados ou calibrados;Vidro e Suas Obras
7018;70;7018;Vidro e suas obras;"Contas, imitações de pérolas naturais ou cultivadas, imitações de pedras preciosas ou semipreciosas e artefactos semelhantes de vidro e suas obras, exceto de bijutaria; olhos de vidro, exceto de prótese; estatuetas e outros objectos de ornamentação, de";Vidro e Suas Obras
7019;70;7019;Vidro e suas obras;Fibras de vidro (incluída a lã de vidro) e suas obras (por exemplo: fios, tecidos);Vidro e Suas Obras
7020;70;7020;Vidro e suas obras;Outras obras de vidro;Vidro e Suas Obras
7101;71;7101;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";"Pérolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pérolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte";Metais Preciosos e Bijuterias
7102;71;7102;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Diamantes, mesmo trabalhados, mas não montados nem engastados;Metais Preciosos e Bijuterias
7103;71;7103;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";"Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de tran";Metais Preciosos e Bijuterias
7104;71;7104;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte";Metais Preciosos e Bijuterias
7105;71;7105;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Pó de diamantes, de pedras preciosas ou semipreciosas ou de pedras sintéticas;Metais Preciosos e Bijuterias
7106;71;7106;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Prata (incluída a prata dourada ou platinada), em formas brutas ou semimanufacturadas, ou em pó;Metais Preciosos e Bijuterias
7107;71;7107;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas;Metais Preciosos e Bijuterias
7108;71;7108;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó;Metais Preciosos e Bijuterias
7109;71;7109;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Metais comuns ou prata, folheados ou chapeados (plaquê) de ouro, em formas brutas ou semimanufaturadas;Metais Preciosos e Bijuterias
7110;71;7110;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Platina, em formas brutas ou semimanufacturadas, ou em pó;Metais Preciosos e Bijuterias
7111;71;7111;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Metais comuns, prata ou ouro, folheados ou chapeados (plaquê) de platina, em formas brutas ou semimanufaturadas;Metais Preciosos e Bijuterias
7112;71;7112;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";"Desperdícios e resíduos de metais preciosos ou de metais folheados ou chapeados de metais preciosos; outros desperdícios e resíduos contendo metais preciosos ou compostos de metais preciosos, do tipo dos utilizados principalmente para a recuperação de met";Metais Preciosos e Bijuterias
7113;71;7113;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Artefactos de joalharia e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos;Metais Preciosos e Bijuterias
7114;71;7114;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Artefactos de ourivesaria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos;Metais Preciosos e Bijuterias
7115;71;7115;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Outras obras de metais preciosos ou de metais folheados ou chapeados de metais preciosos;Metais Preciosos e Bijuterias
7116;71;7116;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Obras de pérolas naturais ou cultivadas, de pedras preciosas ou semipreciosas, pedras sintéticas ou reconstituídas;Metais Preciosos e Bijuterias
7117;71;7117;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Bijutarias;Metais Preciosos e Bijuterias
7118;71;7118;"Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos (plaquê), e suas obras; bijuterias; moedas";Moedas;Metais Preciosos e Bijuterias
7201;72;7201;Ferro fundido, ferro e aço;Ferro fundido bruto e ferro spiegel (especular), em lingotes, linguados ou outras formas primárias;Ferro e Aço
7202;72;7202;Ferro fundido, ferro e aço;Ferro-ligas;Ferro e Aço
7203;72;7203;Ferro fundido, ferro e aço;"Produtos ferrosos obtidos por redução directa dos minérios de ferro e outros produtos ferrosos esponjosos, em pedaços, esferas ou formas semelhantes; ferro de pureza mínima, em peso, de 99,94 %, em pedaços, esferas ou formas semelhantes";Ferro e Aço
7204;72;7204;Ferro fundido, ferro e aço;"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes";Ferro e Aço
7205;72;7205;Ferro fundido, ferro e aço;Granalha e pó de ferro fundido bruto, de ferro spiegel (especular), de ferro ou aço;Ferro e Aço
7206;72;7206;Ferro fundido, ferro e aço;Ferro e aço não ligado, em lingotes ou outras formas primárias, exceto o ferro da posição 7203;Ferro e Aço
7207;72;7207;Ferro fundido, ferro e aço;Produtos semimanufacturados de ferro ou aço não ligado;Ferro e Aço
7208;72;7208;Ferro fundido, ferro e aço;Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a quente, não folheados ou chapeados, nem revestidos;Ferro e Aço
7209;72;7209;Ferro fundido, ferro e aço;Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a frio, não folheados ou chapeados, nem revestidos;Ferro e Aço
7210;72;7210;Ferro fundido, ferro e aço;Produtos laminados planos de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos;Ferro e Aço
7211;72;7211;Ferro fundido, ferro e aço;Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, não folheados ou chapeados, nem revestidos;Ferro e Aço
7212;72;7212;Ferro fundido, ferro e aço;Produtos laminados planos de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos;Ferro e Aço
7213;72;7213;Ferro fundido, ferro e aço;Fio-máquina de ferro ou aço não ligado;Ferro e Aço
7214;72;7214;Ferro fundido, ferro e aço;Barras de ferro ou aço não ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluídas as que tenham sido submetidas a torção após laminagem;Ferro e Aço
7215;72;7215;Ferro fundido, ferro e aço;Outras barras de ferro ou aço não ligado;Ferro e Aço
7216;72;7216;Ferro fundido, ferro e aço;Perfis de ferro ou aço não ligado;Ferro e Aço
7217;72;7217;Ferro fundido, ferro e aço;Fios de ferro ou aço não ligado;Ferro e Aço
7218;72;7218;Ferro fundido, ferro e aço;"Aço inoxidável, em lingotes ou outras formas primárias; produtos semimanufacturados de aço inoxidável";Ferro e Aço
7219;72;7219;Ferro fundido, ferro e aço;Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm;Ferro e Aço
7220;72;7220;Ferro fundido, ferro e aço;Produtos laminados planos de aço inoxidável, de largura inferior a 600 mm;Ferro e Aço
7221;72;7221;Ferro fundido, ferro e aço;Fio-máquina de aço inoxidável;Ferro e Aço
7222;72;7222;Ferro fundido, ferro e aço;Barras e perfis de aço inoxidável;Ferro e Aço
7223;72;7223;Ferro fundido, ferro e aço;Fios de aços inoxidáveis;Ferro e Aço
7224;72;7224;Ferro fundido, ferro e aço;"Outras ligas de aço, em lingotes ou outras formas primárias; produtos semimanufacturados, de outras ligas de aço";Ferro e Aço
7225;72;7225;Ferro fundido, ferro e aço;Produtos laminados planos, de outras ligas de aço, de largura igual ou superior a 600 mm;Ferro e Aço
7226;72;7226;Ferro fundido, ferro e aço;Produtos laminados planos, de outras ligas de aço, de largura inferior a 600 mm;Ferro e Aço
7227;72;7227;Ferro fundido, ferro e aço;Fio-máquina de outras ligas de aço;Ferro e Aço
7228;72;7228;Ferro fundido, ferro e aço;"Barras e perfis, de outras ligas de aço; barras ocas para perfuração, de ligas de aço ou de aço não ligado";Ferro e Aço
7229;72;7229;Ferro fundido, ferro e aço;Fios de outras ligas de aço;Ferro e Aço
7301;73;7301;Obras de ferro fundido, ferro ou aço;"Estacas-pranchas de ferro ou aço, mesmo perfuradas ou feitas com elementos montados; perfis obtidos por soldadura, de ferro ou aço";Ferro e Aço
7302;73;7302;Obras de ferro fundido, ferro ou aço;"Elementos de vias férreas, de ferro fundido, ferro ou aço; carris, contracarris e cremalheiras, agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, dormentes, eclissas, coxins de carril, cantoneiras, placas d";Ferro e Aço
7303;73;7303;Obras de ferro fundido, ferro ou aço;Tubos e perfis ocos, de ferro fundido;Ferro e Aço
7304;73;7304;Obras de ferro fundido, ferro ou aço;Tubos e perfis ocos, sem costura, de ferro ou aço;Ferro e Aço
7305;73;7305;Obras de ferro fundido, ferro ou aço;Outros tubos (por exemplo: soldados ou rebitados), de secção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço;Ferro e Aço
7306;73;7306;Obras de ferro fundido, ferro ou aço;Outros tubos e perfis ocos (por exemplo: soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço;Ferro e Aço
7307;73;7307;Obras de ferro fundido, ferro ou aço;Acessórios para tubos [por exemplo: uniões, cotovelos, mangas (luvas)], de ferro fundido, ferro ou aço;Ferro e Aço
7308;73;7308;Obras de ferro fundido, ferro ou aço;Construções e suas partes (por exemplo: pontes e elementos de pontes, comportas, torres, pórticos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, portas de correr, balaustradas), de ferro fun;Ferro e Aço
7309;73;7309;Obras de ferro fundido, ferro ou aço;Reservatórios, tonéis, cubas e recipientes semelhantes, de ferro fundido, ferro ou aço, de capacidade > 300 litros, sem dispositivos mecânicos nem térmicos;Ferro e Aço
7310;73;7310;Obras de ferro fundido, ferro ou aço;Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de ferro fundido, ferro ou aço, de capacidade não superior a 300 litros, sem dispositivos mecânicos ou térmicos, m;Ferro e Aço
7311;73;7311;Obras de ferro fundido, ferro ou aço;Recipientes para gases comprimidos ou liquefeitos, de ferro fundido, ferro ou aço;Ferro e Aço
7312;73;7312;Obras de ferro fundido, ferro ou aço;Cordas, cabos, entrançados, lingas e artefactos semelhantes, de ferro ou aço, não isolados para usos elétricos;Ferro e Aço
7313;73;7313;Obras de ferro fundido, ferro ou aço;"Arame farpado, de ferro ou aço; arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas";Ferro e Aço
7314;73;7314;Obras de ferro fundido, ferro ou aço;"Telas metálicas (incluídas as telas contínuas ou sem fim), grades e redes, de fios de ferro ou aço; chapas e tiras, distendidas, de ferro ou aço";Ferro e Aço
7315;73;7315;Obras de ferro fundido, ferro ou aço;Correntes, cadeias, e suas partes, de ferro fundido, ferro ou aço;Ferro e Aço
7316;73;7316;Obras de ferro fundido, ferro ou aço;Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço;Ferro e Aço
7317;73;7317;Obras de ferro fundido, ferro ou aço;Tachas, pregos, percevejos e artefatos semelhantes, de ferro fundido, ferro ou aço;Ferro e Aço
7318;73;7318;Obras de ferro fundido, ferro ou aço;Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço;Ferro e Aço
7319;73;7319;Obras de ferro fundido, ferro ou aço;"Agulhas de costura, agulhas de tricô, agulhas-passadoras, agulhas de croché, furadores para bordar e artefactos semelhantes, para uso manual, de ferro ou aço; alfinetes de segurança e outros alfinetes, de ferro ou aço, não especificados nem compreendidos";Ferro e Aço
7320;73;7320;Obras de ferro fundido, ferro ou aço;Molas e folhas de molas, de ferro ou aço;Ferro e Aço
7321;73;7321;Obras de ferro fundido, ferro ou aço;Aquecedores (fogões de sala), caldeiras de fornalha, fogões de cozinha (incluídos os que possam ser utilizados acessoriamente no aquecimento central), grelhadores (churrasqueiras), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não eléctr;Ferro e Aço
7322;73;7322;Obras de ferro fundido, ferro ou aço;"Radiadores para aquecimento central, não elétricos, e suas partes, de ferro fundido, ferro ou aço; geradores e distribuidores de ar quente (incluídos os distribuidores que possam também funcionar como distribuidores de ar frio ou condicionado), não eléct";Ferro e Aço
7323;73;7323;Obras de ferro fundido, ferro ou aço;"Artefactos de uso doméstico, e suas partes, de ferro fundido, ferro ou aço; palha de ferro ou aço; esponjas, esfregões, luvas e artefactos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço";Ferro e Aço
7324;73;7324;Obras de ferro fundido, ferro ou aço;Artefactos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço;Ferro e Aço
7325;73;7325;Obras de ferro fundido, ferro ou aço;Outras obras moldadas, de ferro fundido, ferro ou aço;Ferro e Aço
7326;73;7326;Obras de ferro fundido, ferro ou aço;Outras obras de ferro ou aço;Ferro e Aço
7401;74;7401;Cobre e suas obras;"Mates de cobre; cobre de cementação (precipitado de cobre)";Cobre e Suas Obras
7402;74;7402;Cobre e suas obras;"Cobre não refinado; ânodos de cobre para refinação eletrolítica";Cobre e Suas Obras
7403;74;7403;Cobre e suas obras;Cobre afinado e ligas de cobre, em formas brutas;Cobre e Suas Obras
7404;74;7404;Cobre e suas obras;Desperdícios e resíduos, de cobre;Cobre e Suas Obras
7405;74;7405;Cobre e suas obras;Ligas-mães de cobre;Cobre e Suas Obras
7406;74;7406;Cobre e suas obras;Pó e escamas, de cobre;Cobre e Suas Obras
7407;74;7407;Cobre e suas obras;Barras e perfis de cobre;Cobre e Suas Obras
7408;74;7408;Cobre e suas obras;Fios de cobre;Cobre e Suas Obras
7409;74;7409;Cobre e suas obras;Chapas e tiras de cobre, de espessura superior a 0,15 mm;Cobre e Suas Obras
7410;74;7410;Cobre e suas obras;Folhas e tiras, delgadas, de cobre (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,15 mm (excluído o suporte);Cobre e Suas Obras
7411;74;7411;Cobre e suas obras;Tubos de cobre;Cobre e Suas Obras
7412;74;7412;Cobre e suas obras;Acessórios para tubos [por exemplo: uniões, cotovelos, mangas (luvas)], de cobre;Cobre e Suas Obras
7413;74;7413;Cobre e suas obras;Cordas, cabos, tranças e artefatos semelhantes, de cobre, não isolados para usos elétricos;Cobre e Suas Obras
7414;74;7414;Cobre e suas obras;"Telas metálicas (incluídas as telas contínuas ou sem fim), grades e redes, de fios de cobre; chapas e tiras, distendidas, de cobre";Cobre e Suas Obras
