CDMercadoria;CDNCMSH2;Tipo Conteiner;Grupo de Mercadoria;Mercadoria;Nomenclatura Simplificada Mercadoria
1514;15;1514;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";Óleos de nabo silvestre, de colza ou de mostarda, e respectivas fracções, mesmo refinados, mas não quimicamente modificados;Gorduras e Óleos Animais ou Vegetais
1515;15;1515;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";Outras gorduras e óleos vegetais (incluído o óleo de jojoba) e respectivas fracções, fixos, mesmo refinados, mas não quimicamente modificados;Gorduras e Óleos Animais ou Vegetais
1516;15;1516;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";Gorduras e óleos animais ou vegetais, e respectivas fracções, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo;Gorduras e Óleos Animais ou Vegetais
1517;15;1517;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";"Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de fracções das diferentes gorduras ou óleos do presente capítulo, exceto as gorduras e óleos alimentícios, e respectivas fracções, da posição 1516";Gorduras e Óleos Animais ou Vegetais
1518;15;1518;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";Gorduras e óleos animais ou vegetais, cozidos, oxidados, desidratados ou modificados quimicamente por qualquer outro processo;Gorduras e Óleos Animais ou Vegetais
1520;15;1520;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";"Glicerol em bruto; águas e lixívias, glicéricas";Gorduras e Óleos Animais ou Vegetais
1521;15;1521;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";Ceras vegetais (exceto triglicéridos), ceras de abelha ou de outros insectos e espermacete, mesmo refinados ou corados;Ceras Animais ou Vegetais
1522;15;1522;"Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal";"Dégras; resíduos provenientes do tratamento das substâncias gordas ou das ceras animais ou vegetais";Ceras Animais ou Vegetais
1601;16;1601;Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;"Enchidos e produtos semelhantes, de carne, de miudezas ou de sangue; preparações alimentícias à base de tais produtos";Preparações de Carnes e Peixes
1602;16;1602;Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;Outras preparações e conservas de carne, miudezas ou sangue;Preparações de Carnes e Peixes
1603;16;1603;Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;Extratos e sucos de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;Preparações de Carnes e Peixes
1604;16;1604;Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;"Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe";Preparações de Carnes e Peixes
1605;16;1605;Preparações de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas;Preparações de Carnes e Peixes
1701;17;1701;Açúcares e produtos de confeitaria;Açúcares de cana ou de beterraba e sacarose quimicamente pura, no estado sólido;Açúcar
1702;17;1702;Açúcares e produtos de confeitaria;"Outros açúcares, incluídos a lactose, maltose, glicose e frutose (levulose), quimicamente puras, no estado sólido; xaropes de açúcares, sem adição de aromatizantes ou de corantes; sucedâneos do mel, mesmo misturados com mel natural; açúcares e melaços car";Açúcar
1703;17;1703;Açúcares e produtos de confeitaria;Melaços resultantes da extracção ou refinação do açúcar;Açúcar
1704;17;1704;Açúcares e produtos de confeitaria;Produtos de confeitaria sem cacau (incluído o chocolate branco);Açúcar
1801;18;1801;Cacau e suas preparações;Cacau inteiro ou partido, em bruto ou torrado;Cacau
1802;18;1802;Cacau e suas preparações;Cascas, peliculas e outros desperdícios de cacau;Preparações de Cacau
1803;18;1803;Cacau e suas preparações;Pasta de cacau, mesmo desengordurada;Preparações de Cacau
1804;18;1804;Cacau e suas preparações;Manteiga, gordura e óleo, de cacau;Preparações de Cacau
1805;18;1805;Cacau e suas preparações;Cacau em pó, sem adição de açúcar ou outros edulcorantes;Preparações de Cacau
1806;18;1806;Cacau e suas preparações;Chocolate e outras preparações alimentícias contendo cacau;Chocolate
1901;19;1901;"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria";"Extractos de malte; preparações alimentícias de farinhas, grumos, sêmolas, amidos, féculas ou extractos de malte, não contendo cacau ou contendo-o numa proporção inferior a 40 %, em peso, não especificadas nem compreendidas noutras posições; preparações a";Preparações Alimentícias Diversas
1902;19;1902;"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria";"Massas alimentícias, mesmo cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, tais como esparguete, macarrão, aletria, lasanha, nhoque, raviole e canelone; cuscuz, mesmo preparado";Preparações Alimentícias Diversas
1903;19;1903;"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria";Tapioca e seus sucedâneos preparados a partir de féculas, em flocos, grumos, grãos, pérolas ou formas semelhantes;Preparações Alimentícias Diversas
1904;19;1904;"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria";"Produtos à base de cereais, obtidos por expansão ou por torrefacção [por exemplo: flocos de milho (corn flakes)]; cereais (exceto milho) em grãos ou sob a forma de flocos ou de outros grãos trabalhados (com excepção da farinha, do grumo e da sêmola), pré";Preparações Alimentícias Diversas
1905;19;1905;"Preparações à base de cereais, farinhas, amidos, féculas ou leite; produtos de pastelaria";"Produtos de padaria, pastelaria ou da indústria de bolachas e biscoitos, mesmo adicionados de cacau; hóstias, cápsulas vazias para medicamentos, obreias, pastas secas de farinha, amido ou fécula em folhas e produtos semelhantes";Preparações Alimentícias Diversas
2001;20;2001;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Produtos hortícolas, frutas e outras partes comestíveis de plantas, preparados ou conservados em vinagre ou em ácido acético;Preparações de Produtos Hortícolas
2002;20;2002;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético;Preparações de Produtos Hortícolas
2003;20;2003;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Cogumelos e trufas, preparados ou conservados, exceto em vinagre ou em ácido acético;Preparações de Produtos Hortícolas
2004;20;2004;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, congelados, com excepção dos produtos da posição 2006;Preparações de Produtos Hortícolas
2005;20;2005;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Outros produtos hortícolas preparados ou conservados, exceto em vinagre ou em ácido acético, não congelados, com excepção dos produtos da posição 2006;Preparações de Produtos Hortícolas
2006;20;2006;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Produtos hortícolas, frutas, cascas de frutas e outras partes de plantas, conservados com açúcar (passados por calda, glaceados ou cristalizados);Preparações de Produtos Hortícolas
2007;20;2007;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Doces, geleias, marmelades, purés e pastas de frutas, obtidos por cozimento, com ou sem adição de açúcar ou de outros edulcorantes;Preparações de Frutas
2008;20;2008;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Frutas e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, com ou sem adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições;Preparações de Frutas
2009;20;2009;Preparações de produtos hortícolas, de frutas ou de outras partes de plantas;Sumos de frutas (incluídos os mostos de uvas) ou de produtos hortícolas, não fermentados, sem adição de álcool, com ou sem adição de açúcar ou de outros edulcorantes;Preparações de Frutas
2101;21;2101;Preparações alimentícias diversas;"Extractos, essências e concentrados de café, chá ou de mate e preparações à base destes produtos ou à base de café, chá ou de mate; chicória torrada e outros sucedâneos torrados do café e respectivos extractos, essências e concentrados";Preparações Alimentícias Diversas
2102;21;2102;Preparações alimentícias diversas;"Leveduras (vivas ou mortas); outros microrganismos monocelulares mortos (exceto as vacinas da posição 3002); pós para levedar, preparados";Preparações Alimentícias Diversas
2103;21;2103;Preparações alimentícias diversas;"Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada";Preparações Alimentícias Diversas
2104;21;2104;Preparações alimentícias diversas;"Preparações para caldos e sopas; caldos e sopas preparados; preparações alimentícias compostas homogeneizadas";Preparações Alimentícias Diversas
2105;21;2105;Preparações alimentícias diversas;Sorvetes, mesmo contendo cacau;Preparações Alimentícias Diversas
2106;21;2106;Preparações alimentícias diversas;Preparações alimentícias não especificadas nem compreendidas noutras posições;Preparações Alimentícias Diversas
2201;22;2201;Bebidas, líquidos alcoólicos e vinagres;"Águas, incluídas as águas minerais, naturais ou artificiais, e as águas gaseificadas, não adicionadas de açúcar ou de outros edulcorantes nem aromatizadas; gelo e neve";Bebidas, Líquidos Alcoólicos e Vinagres
2202;22;2202;Bebidas, líquidos alcoólicos e vinagres;Águas, incluídas as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sumos de frutas ou de produtos hortícolas, da posição 2009;Bebidas, Líquidos Alcoólicos e Vinagres
2203;22;2203;Bebidas, líquidos alcoólicos e vinagres;Cervejas de malte;Bebidas, Líquidos Alcoólicos e Vinagres
2204;22;2204;Bebidas, líquidos alcoólicos e vinagres;"Vinhos de uvas frescas, incluídos os vinhos enriquecidos com álcool; mostos de uvas, excluídos os da posição 2009";Bebidas, Líquidos Alcoólicos e Vinagres
2205;22;2205;Bebidas, líquidos alcoólicos e vinagres;Vermutes e outros vinhos de uvas frescas aromatizados por plantas ou substâncias aromáticas;Bebidas, Líquidos Alcoólicos e Vinagres
2206;22;2206;Bebidas, líquidos alcoólicos e vinagres;Sidra e outras bebidas fermentadas e misturas de bebidas fermentadas;Bebidas, Líquidos Alcoólicos e Vinagres
2207;22;2207;Bebidas, líquidos alcoólicos e vinagres;"Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80 % vol; álcool etílico e aguardentes, desnaturados, com qualquer teor alcoólico";Etanol Combustível
2208;22;2208;Bebidas, líquidos alcoólicos e vinagres;"Álcool etílico não desnaturado, com um teor alcoólico em volume inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas";Bebidas, Líquidos Alcoólicos e Vinagres
2209;22;2209;Bebidas, líquidos alcoólicos e vinagres;Vinagres e seus sucedâneos obtidos a partir do ácido acético, para usos alimentares;Bebidas, Líquidos Alcoólicos e Vinagres
2301;23;2301;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";"Farinhas, pó e pellets, de carnes, miudezas, peixes ou crustáceos, moluscos ou outros invertebrados aquáticos, impróprios para a alimentação humana; torresmos";Preparações Alimentícias Diversas
2302;23;2302;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";Sêmeas, farelos e outros resíduos, mesmo em pellets, da peneiração, moagem ou de outros tratamentos de cereais ou de leguminosas;Preparações Alimentícias Diversas
2303;23;2303;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaço de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em pellets;Preparações Alimentícias Diversas
2304;23;2304;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";Tortas e outros resíduos sólidos da extração do óleo de soja;Resíduos da Extração do Óleo de Soja
2305;23;2305;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";Tortas e outros resíduos sólidos, mesmo triturados ou em pellets, da extração do óleo de amendoim;Preparações Alimentícias Diversas
2306;23;2306;"Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais";Bagaços e outros resíduos sólidos, mesmo triturados ou em pellets, da extracção de gorduras ou óleos vegetais, exceto das posições 2304 e 2305;Preparações Alimentícias Diversas
